Numero do pedido;Data do pedido;Data de Entrega;Nome do produto;Valor produto;Tipo de pagamento;Nome do cliente;Nome da cidade;Nome do estado;Urgente
253;01/02/2009 22:00;01/02/2009 22:00;Katana;1200;Selecione;cari;Dryden                      ;VA;True
254;01/05/2009 13:52;01/05/2009 13:52;Katana;1200;Selecione;Cassandra;Santry;Dublin;True
255;01/08/2009 20:32;01/08/2009 20:32;Katana;1200;Selecione;Christof and Heidi;Barcelona;Catalonia;True
256;01/08/2009 13:34;01/08/2009 13:34;Katana;1200;Selecione;Ina;Fayetteville                ;NC;True
257;01/11/2009 13:08;01/11/2009 13:08;Katana;1200;Selecione;Lisa;Anse Comeau;Quebec;True
258;01/12/2009 19:04;01/12/2009 19:04;Katana;1200;Selecione;Camille and Carmen;Thorlakshofn; ;True
259;01/12/2009 13:41;01/12/2009 13:41;Katana;1200;Selecione;Ginger;King City;Ontario;True
260;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Selecione;breon;Leighton Buzzard;England;True
261;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Selecione;Marion;Umea;Vasterbotten;True
262;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Selecione;Pia ;Sola;Rogaland;True
263;01/08/2009 13:14;01/08/2009 13:14;Katana;1200;Selecione;Dr. Donald;Stockton-on-Tees;England;True
264;01/02/2009 11:41;01/02/2009 11:41;Katana;1200;Selecione;Rebecca;Berlin;Berlin;True
265;01/07/2009 19:50;01/07/2009 19:50;Katana;1200;Selecione;Monique;Waldorf                     ;MD;True
266;01/01/2009 20:28;01/01/2009 20:28;Katana;1200;Selecione;lilia ;Brooklyn                    ;NY;True
267;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Selecione;Lainey;Lakeville                   ;MN;True
268;01/11/2009 10:38;01/11/2009 10:38;Katana;1200;Selecione;Charlene ;Vancouver;British Columbia;True
269;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Selecione;Fiona;Stamford                    ;CT;True
270;01/02/2009 12:18;01/02/2009 12:18;Katana;1200;Selecione;burt;Rathfarnham;Dublin;True
271;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Selecione;Stanford;Howell                      ;MI;True
272;01/06/2009 17:15;01/06/2009 17:15;Katana;1200;Selecione;ruth;Encinitas                   ;CA;True
273;01/03/2009 13:56;01/03/2009 13:56;Katana;1200;Selecione;Courtney;Atchison                    ;KS;True
274;01/04/2009 07:54;01/04/2009 07:54;Katana;1200;Selecione;Anthony;Victor                      ;NY;True
275;01/12/2009 07:28;01/12/2009 07:28;Katana;1200;Selecione;Eleanor;Fairbanks                   ;AK;True
276;01/06/2009 15:15;01/06/2009 15:15;Katana;1200;Selecione;GAIA;Soro;Vestsjalland;True
277;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Selecione;Zane;Warlingham;England;True
278;01/03/2009 15:22;01/03/2009 15:22;Katana;1200;Selecione;Beate;Hamburg;Hamburg;True
279;01/06/2009 21:13;01/06/2009 21:13;Katana;1200;Selecione;BALA;Accokeek                    ;MD;True
280;01/06/2014 20:48;01/06/2014 20:48;Katana;1200;Selecione;Mrs;Sunnyvale                   ;CA;True
281;01/12/2013 19:48;01/12/2013 19:48;Katana;1200;Selecione;Vanessa;Ithaca                      ;NY;True
282;01/06/2013 18:48;01/06/2013 18:48;Katana;1200;Selecione;Amanda;Houston                     ;TX;True
283;01/12/2012 17:48;01/12/2012 17:48;Katana;1200;Selecione;alex ;Farmingtn Hls               ;MI;True
284;01/06/2012 16:48;01/06/2012 16:48;Katana;1200;Selecione;T;Brooklyn                    ;NY;True
285;01/12/2011 15:48;01/12/2011 15:48;Katana;1200;Selecione;Alva and Martin;Great Falls                 ;VA;True
286;01/06/2011 14:48;01/06/2011 14:48;Katana;1200;Selecione;Anett;Gosport;England;True
287;01/12/2010 13:48;01/12/2010 13:48;Katana;1200;Selecione;KERRY;Sunnyvale                   ;CA;True
288;01/06/2010 12:48;01/06/2010 12:48;Katana;1200;Selecione;DeeDee;Songnae-dong;Soul-t'ukpyolsi;True
289;01/12/2009 11:48;01/12/2009 11:48;Katana;1200;Selecione;katie;Ruschlikon;Zurich;True
290;01/06/2009 10:48;01/06/2009 10:48;Katana;1200;Selecione;Marina;Minneapolis                 ;MN;True
291;01/06/2009 10:48;01/06/2009 10:48;Katana;1200;Selecione;camilla;Chicago                     ;IL;True
292;01/06/2009 10:48;01/06/2009 10:48;Katana;1200;Selecione;pirunkit;Petworth;England;True
293;01/06/2009 07:23;01/06/2009 07:23;Katana;1200;Selecione;Kathrin;Abu Dhabi;Abu Zaby;True
294;01/01/2009 05:04;01/01/2009 05:04;Katana;1200;Selecione;Kate;Stockholm;Stockholm;True
295;01/02/2009 06:17;01/02/2009 06:17;Katana;1200;Selecione;Maie;Queen Creek                 ;AZ;True
296;01/02/2009 04:53;01/02/2009 04:53;Katana;1250;Selecione;verena;Queen Creek                 ;AZ;True
297;01/02/2009 13:08;01/02/2009 13:08;Katana;1200;Selecione;Marie-Christine;Durham                      ;NC;True
298;01/03/2009 14:44;01/03/2009 14:44;Katana;1200;Selecione;Gabriella;Austin                      ;TX;True
299;01/04/2009 20:11;01/04/2009 20:11;Katana;1200;Selecione;valerie et nicolas;Glenn Dale                  ;MD;True
300;01/02/2009 20:09;01/02/2009 20:09;Katana;1200;Selecione;Nicole;Aardal;Sogn og Fjordane;True
301;01/04/2009 13:17;01/04/2009 13:17;Katana;1200;Selecione;Renee;Edinburg                    ;TX;True
302;01/04/2009 14:11;01/04/2009 14:11;Katana;1200;Selecione;Nicole;South Melbourne;Victoria;True
303;01/05/2009 02:42;01/05/2009 02:42;Katana;1200;Selecione;Joachim;Fortaleza;Ceara;True
304;01/02/2009 09:16;01/02/2009 09:16;Katana;2310;Selecione;Monica ;Weston                      ;CT;True
305;01/02/2009 14:18;01/02/2009 14:18;Katana;3420;Selecione;Nanci;Reading;England;True
306;01/04/2009 01:05;01/04/2009 01:05;Katana;4530;Selecione;Laura;Coconut Grove               ;FL;True
307;01/05/2009 11:37;01/05/2009 11:37;Katana;1200;Selecione;ciara and mike;London;England;True
308;01/02/2009 07:35;01/02/2009 07:35;Katana;1200;Selecione;Sarah;San Francisco               ;CA;True
309;01/06/2009 12:56;01/06/2009 12:56;Fire Sword;1200;Selecione;Paladin;Potomac Falls               ;VA;True
310;01/01/2009 11:05;01/01/2009 11:05;Fire Sword;1200;Selecione;Royal Paladin;Superior                    ;CO;True
311;01/05/2009 04:10;01/05/2009 04:10;Fire Sword;1200;Selecione;Master Sorcerer;London;England;True
312;01/06/2009 07:18;01/06/2009 07:18;Fire Sword;1200;Selecione;Elder Druid;Engleside                   ;VA;True
313;01/02/2009 01:11;01/02/2009 01:11;Fire Sword;1200;Selecione;Elite Knight;New Plymouth City;Taranaki;True
314;01/01/2009 02:24;01/01/2009 02:24;Fire Sword;1200;Selecione;nihan;Roanoke                     ;VA;True
315;01/07/2009 08:08;01/07/2009 08:08;Beholder Shield;1200;Selecione;Sorcerer;Norcross                    ;GA;True
316;01/02/2009 02:57;01/02/2009 02:57;Corrente de Andrômeda;1200;Selecione;Jonh;Sandy Plains                ;GA;True
317;01/01/2009 20:21;01/01/2009 20:21;Corrente de Andrômeda;1200;Selecione;Tracey;Saint Catharines;Ontario;True
318;01/08/2009 00:42;01/08/2009 00:42;Beholder Shield;1200;Selecione;Anja;Gainesville                 ;VA;True
319;01/08/2009 03:56;01/08/2009 03:56;Mjolnir;1200;Selecione;Thor;Nordstrand;Oslo;True
320;01/08/2009 03:16;01/08/2009 03:16;Excalibur;1200;Selecione;Arthur;Arlington                   ;MA;True
321;01/08/2009 01:59;01/08/2009 01:59;Machado do Draven;1200;Selecione;Draven;West Hills                  ;CA;True
322;01/03/2009 09:03;01/03/2009 09:03;Pokebola;150;Selecione;Ash;San Jose                    ;CA;True
323;01/05/2009 13:17;01/05/2009 13:17;Braço de Automail;1200;Selecione;Edward;London;England;True
324;01/06/2009 07:46;01/06/2009 07:46;Sabre de Luz;1200;Selecione;Luke;Oak Park                    ;MI;True
325;01/08/2009 16:24;01/08/2009 16:24;Tchaco de Madeira;1200;Selecione;Bruce Lee;Terrell Hills               ;TX;True
326;01/09/2009 06:39;01/09/2009 06:39;Diamond Sword;1200;Selecione;Laura;Jumeira;Dubayy;True
327;01/07/2009 07:44;01/07/2009 07:44;Serra Elétrica;1200;Selecione;Jason;Falmouth                    ;VA;True
328;01/03/2009 13:24;01/03/2009 13:24;Crossbow do Daryl;1200;Selecione;Daryl;Lurgan;Northern Ireland;True
329;01/07/2009 20:15;01/07/2009 20:15;Morfador Power Ranger;1200;Selecione;Tommy;Richmond                    ;TX;True
330;01/09/2009 15:58;01/09/2009 15:58;Pokebola;150;Selecione;Celina;Den Haag;Zuid-Holland;True
331;01/03/2009 13:11;01/03/2009 13:11;Pokebola;150;Selecione;Heather;Ooltewah                    ;TN;True
332;01/10/2009 12:57;01/10/2009 12:57;Pokebola;150;Selecione;Kathryn;Pacific Beach               ;CA;True
333;01/10/2009 14:43;01/10/2009 14:43;Diamond Sword;1200;Selecione;Michele ;Austin                      ;TX;True
334;01/10/2009 12:05;01/10/2009 12:05;Diamond Sword;1200;Selecione;Craig;Seattle                     ;WA;True
335;01/06/2009 01:20;01/06/2009 01:20;Diamond Sword;1200;Selecione;Kim;Seattle                     ;WA;True
336;01/10/2009 14:56;01/10/2009 14:56;Diamond Sword;1200;Selecione;maria;Ottawa;Ontario;True
337;01/07/2009 10:01;01/07/2009 10:01;Diamond Sword;1200;Selecione;Elaine;Vienna                      ;VA;True
338;01/01/2009 01:26;01/01/2009 01:26;Diamond Sword;1200;Selecione;Madison;Torbay;Auckland;True
339;01/11/2009 02:04;01/11/2009 02:04;Diamond Sword;1200;Selecione;Amanda;Shenfield;England;True
340;01/11/2009 14:17;01/11/2009 14:17;Diamond Sword;1200;Selecione;Krista;Bergen;Hordaland;True
341;01/10/2009 21:38;01/10/2009 21:38;Diamond Sword;1200;Selecione;Sarah;Bolton;England;True
342;01/07/2009 06:18;01/07/2009 06:18;Diamond Sword;1200;Selecione;Sarah;Sandymount;Dublin;True
343;01/05/2009 00:31;01/05/2009 00:31;Diamond Sword;1200;Selecione;Christine;Antwerpen;Antwerpen;True
344;01/02/2009 06:07;01/02/2009 06:07;Diamond Sword;1200;Selecione;mary;Nacka;Stockholm;True
345;01/12/2009 03:25;01/12/2009 03:25;Diamond Sword;1200;Selecione;Helena;Fremont                     ;CA;True
346;01/04/2009 13:56;01/04/2009 13:56;Diamond Sword;1200;Selecione;nina;Warwick;Queensland;True
347;01/12/2009 05:18;01/12/2009 05:18;Diamond Sword;1200;Selecione;Mark;Holmdel                     ;NJ;True
348;01/08/2009 15:16;01/08/2009 15:16;Diamond Sword;1200;Selecione;alice and rudolf;Baltimore                   ;MD;True
349;01/11/2009 11:33;01/11/2009 11:33;Diamond Sword;1200;Selecione;Costanza;Saggart;Dublin;True
350;01/07/2009 20:22;01/07/2009 20:22;Diamond Sword;1200;Selecione;Yoko;Andover                     ;MA;True
351;01/02/2009 22:00;01/02/2009 22:00;Diamond Sword;1200;Selecione;Barbara;La Crescenta                ;CA;True
352;01/05/2009 13:52;01/05/2009 13:52;Diamond Sword;1200;Selecione;Kit;Suwanee                     ;GA;True
353;01/08/2009 20:32;01/08/2009 20:32;Diamond Sword;1200;Selecione;linda;Arlington                   ;VA;True
354;01/08/2009 13:34;01/08/2009 13:34;Diamond Sword;1200;Selecione;Christyna;Calgary;Alberta;True
355;01/11/2009 13:08;01/11/2009 13:08;Diamond Sword;1200;Selecione;Alicja ;Kenmore                     ;WA;True
356;01/12/2009 19:04;01/12/2009 19:04;Diamond Sword;1200;Selecione;Rachel;Fresno                      ;CA;True
357;01/12/2009 13:41;01/12/2009 13:41;Diamond Sword;1200;Selecione;Rachel;Atascadero                  ;CA;True
358;01/11/2009 10:38;01/11/2009 10:38;Diamond Sword;1200;Selecione;Jan;Barcelona;Catalonia;True
359;01/11/2009 10:38;01/11/2009 10:38;Diamond Sword;1200;Selecione;Karin;High Wycombe;England;True
360;01/11/2009 10:38;01/11/2009 10:38;Diamond Sword;1200;Selecione;Sharon;Ajax;Ontario;True
361;01/08/2009 13:14;01/08/2009 13:14;Diamond Sword;1200;Selecione;Anna;New York                    ;NY;True
362;01/02/2009 11:41;01/02/2009 11:41;Diamond Sword;1200;Selecione;Laura;Fairfield                   ;IA;True
363;01/07/2009 19:50;01/07/2009 19:50;Tchaco de Madeira;1200;Selecione;Yana;North Bay;Ontario;True
364;01/01/2009 20:28;01/01/2009 20:28;Tchaco de Madeira;1200;Selecione;Katherine;Marietta                    ;GA;True
365;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Selecione;Therese;Clontarf;Dublin;True
366;01/11/2009 10:38;01/11/2009 10:38;Tchaco de Madeira;1200;Selecione;Francoise ;Danville                    ;PA;True
367;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Selecione;Corinne;Anthem                      ;AZ;True
368;01/02/2009 12:18;01/02/2009 12:18;Tchaco de Madeira;1200;Selecione;Ec;Clonmel;Tipperary;True
369;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Selecione;Carmen;Arlington                   ;VA;True
370;01/06/2009 17:15;01/06/2009 17:15;Tchaco de Madeira;1200;Selecione;Sandrine;Walnut Creek                ;CA;True
371;01/03/2009 13:56;01/03/2009 13:56;Tchaco de Madeira;1200;Selecione;asuncion ;Centennial                  ;CO;True
372;01/04/2009 07:54;01/04/2009 07:54;Tchaco de Madeira;1200;Selecione;Sophie;Newtown                     ;CT;True
373;01/12/2009 07:28;01/12/2009 07:28;Tchaco de Madeira;1200;Selecione;Henrietta;Vancouver;British Columbia;True
374;01/06/2009 15:15;01/06/2009 15:15;Tchaco de Madeira;1200;Selecione;DD;York;England;True
375;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Selecione;Jennifer;Drogheda;Louth;True
376;01/03/2009 15:22;01/03/2009 15:22;Tchaco de Madeira;1200;Selecione;samuel;Saddle Brook                ;NJ;True
377;01/06/2009 21:13;01/06/2009 21:13;Tchaco de Madeira;1200;Selecione;Angelina  Patrick;San Diego                   ;CA;True
378;01/06/2014 20:48;01/06/2014 20:48;Tchaco de Madeira;1200;Selecione;Sven;Issaquah                    ;WA;True
379;01/12/2013 19:48;01/12/2013 19:48;Tchaco de Madeira;1200;Selecione;Toni;Bolton;England;True
380;01/06/2013 18:48;01/06/2013 18:48;Tchaco de Madeira;1200;Selecione;Patrick;Lexington                   ;MA;True
381;01/12/2012 17:48;01/12/2012 17:48;Tchaco de Madeira;1200;Selecione;jason;Altadena                    ;CA;True
382;01/06/2012 16:48;01/06/2012 16:48;Tchaco de Madeira;250;Selecione;Tabatha;Altadena                    ;CA;True
383;01/12/2011 15:48;01/12/2011 15:48;Tchaco de Madeira;1200;Selecione;Natasha;Pasadena                    ;CA;True
384;01/06/2011 14:48;01/06/2011 14:48;Tchaco de Madeira;1200;Selecione;Melinda;Buffalo Grove               ;IL;True
385;01/12/2010 13:48;01/12/2010 13:48;Tchaco de Madeira;1200;Selecione;Luc1nda;London;England;True
386;01/06/2010 12:48;01/06/2010 12:48;Tchaco de Madeira;1200;Selecione;Kim;Newcastle;Wicklow;True
387;01/12/2009 11:48;01/12/2009 11:48;Kunai;1200;Selecione;Britlyn ;Norwalk                     ;CT;True
388;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Adam;Besancon;Franche-Comte;True
389;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Selecione;Mimi;Monte-Carlo; ;True
390;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Liann;Monaco; ;True
391;01/06/2009 07:23;01/06/2009 07:23;Shuriken;1200;Selecione;Sarah;Floyds Knobs                ;IN;True
392;01/01/2009 05:04;01/01/2009 05:04;Shuriken;1200;Selecione;Naseer;London;England;True
393;01/02/2009 06:17;01/02/2009 06:17;Kunai;1200;Selecione;Caroline;Marietta                    ;GA;True
394;01/02/2009 04:53;01/02/2009 04:53;Kunai;1800;Selecione;Karena;Marietta                    ;GA;True
395;01/02/2009 13:08;01/02/2009 13:08;Shuriken;1200;Selecione;janet;Hon                         ;HI;True
396;01/03/2009 14:44;01/03/2009 14:44;Kunai;1200;Selecione;Sandra  Thierry  Zoe;Knoxville                   ;TN;True
397;01/04/2009 20:11;01/04/2009 20:11;Shuriken;1200;Selecione;Eleanor;Edinburgh;Scotland;True
398;01/02/2009 20:09;01/02/2009 20:09;Shuriken;1200;Selecione;Anna;Paris;Ile-de-France;True
399;01/04/2009 13:17;01/04/2009 13:17;Kunai;1200;Selecione;Cara ;Humble                      ;TX;True
400;01/04/2009 14:11;01/04/2009 14:11;Kunai;1200;Selecione;carolien;Mashpee                     ;MA;True
401;01/05/2009 02:42;01/05/2009 02:42;Shuriken;1200;Selecione;Ana;Hong Kong; ;True
402;01/02/2009 09:16;01/02/2009 09:16;Kunai;1200;Selecione;Patrick;Birmingham                  ;MI;True
403;01/02/2009 14:18;01/02/2009 14:18;Shuriken;1200;Selecione;Heidi;St Augustine                ;FL;True
404;01/04/2009 01:05;01/04/2009 01:05;Shuriken;1200;Selecione;Tom;Salt Lake City              ;UT;True
405;01/05/2009 11:37;01/05/2009 11:37;Kunai;1200;Selecione;Justine;Seattle                     ;WA;True
406;01/02/2009 07:35;01/02/2009 07:35;Kunai;1200;Selecione;isabel;Ruti;Zurich;True
407;01/06/2009 12:56;01/06/2009 12:56;Shuriken;1200;Selecione;Fatima;Rogers                      ;AR;True
408;01/01/2009 11:05;01/01/2009 11:05;Kunai;1200;Selecione;Judy;Dun Laoghaire;Dublin;True
409;01/05/2009 04:10;01/05/2009 04:10;Shuriken;1200;Selecione;Glenn;Perth;Scotland;True
410;01/06/2009 07:18;01/06/2009 07:18;Shuriken;1200;Selecione;Family in;London;England;True
411;01/02/2009 01:11;01/02/2009 01:11;Kunai;1200;Selecione;Lauren;Gries;Rhineland-Palatinate;True
412;01/01/2009 02:24;01/01/2009 02:24;Kunai;1200;Selecione;Jodi;Sutton Valence;England;True
413;01/07/2009 08:08;01/07/2009 08:08;Shuriken;1200;Selecione;simone;Lyngby;Kobenhavn;True
414;01/02/2009 02:57;01/02/2009 02:57;Kunai;1200;Selecione;Sonja;Alpine                      ;NJ;True
415;01/01/2009 20:21;01/01/2009 20:21;Shuriken;1200;Selecione;Shane;Zurich;Zurich;True
416;01/08/2009 00:42;01/08/2009 00:42;Shuriken;1200;Selecione;Cleo;Pacific Palisades           ;CA;True
417;01/08/2009 03:56;01/08/2009 03:56;Kunai;1200;Selecione;Benoit;Fort Saint James;British Columbia;True
418;01/08/2009 03:16;01/08/2009 03:16;Kunai;1200;Selecione;Claire;Versoix;Geneve;True
419;01/08/2009 01:59;01/08/2009 01:59;Shuriken;1200;Selecione;Claire;Trumansburg                 ;NY;True
420;01/03/2009 09:03;01/03/2009 09:03;Kunai;1200;Selecione;Lindsey;Kennett Square              ;PA;True
421;01/05/2009 13:17;01/05/2009 13:17;Shuriken;1200;Selecione;jennifer;Morro Bay                   ;CA;True
422;01/06/2009 07:46;01/06/2009 07:46;Shuriken;1200;Selecione;Amy;Parramatta;New South Wales;True
423;01/08/2009 16:24;01/08/2009 16:24;Kunai;1200;Selecione;Whitney;Dumbleton;England;True
424;01/09/2009 06:39;01/09/2009 06:39;Kunai;1200;Selecione;Astrid;Altlengbach;Lower Austria;True
425;01/07/2009 07:44;01/07/2009 07:44;Shuriken;1200;Selecione;jo;Ballincollig;Cork;True
426;01/03/2009 13:24;01/03/2009 13:24;Kunai;1200;Selecione;Michelle;Ballincollig;Cork;True
427;01/07/2009 20:15;01/07/2009 20:15;Shuriken;1200;Selecione;TG;Zagore;Stara Zagora;True
428;01/09/2009 15:58;01/09/2009 15:58;Shuriken;1200;Selecione;Emily;Vecmilgravis;Riga;True
429;01/03/2009 13:11;01/03/2009 13:11;Kunai;1200;Selecione;Sarah;Ornex;Rhone-Alpes;True
430;01/10/2009 12:57;01/10/2009 12:57;Kunai;1200;Selecione;sherry;Las Vegas                   ;NV;True
431;01/10/2009 14:43;01/10/2009 14:43;Shuriken;1200;Selecione;Carmela;Hannover;Lower Saxony;True
432;01/10/2009 12:05;01/10/2009 12:05;Kunai;1200;Selecione;Matt;N Woodmere                  ;NY;True
433;01/06/2009 01:20;01/06/2009 01:20;Shuriken;1200;Selecione;Karen;Madrid;Madrid;True
434;01/10/2009 14:56;01/10/2009 14:56;Shuriken;1200;Selecione;Joanne;Castlebar;Mayo;True
435;01/07/2009 10:01;01/07/2009 10:01;Kunai;1200;Selecione;Stephanie;Fairfax                     ;CA;True
436;01/01/2009 01:26;01/01/2009 01:26;Kunai;1200;Selecione;Hurst;Chandler                    ;AZ;True
437;01/11/2009 02:04;01/11/2009 02:04;Shuriken;1200;Selecione;Liza;Dammeron Valley             ;UT;True
438;01/11/2009 14:17;01/11/2009 14:17;Kunai;1200;Selecione;Michele;Buffalo                     ;NY;True
439;01/10/2009 21:38;01/10/2009 21:38;Shuriken;1200;Selecione;cath;Warwick                     ;NY;True
440;01/07/2009 06:18;01/07/2009 06:18;Shuriken;1200;Selecione;Andrea ;San Mateo                   ;CA;True
441;01/05/2009 00:31;01/05/2009 00:31;Kunai;1200;Selecione;Sabine;Milton Keynes;England;True
442;01/02/2009 06:07;01/02/2009 06:07;Kunai;1200;Selecione;Aideen and Jonathan;Kecskemet;Bacs-Kiskun;True
443;01/12/2009 03:25;01/12/2009 03:25;Shuriken;1200;Selecione;George;Nakskov;Storstrom;True
444;01/04/2009 13:56;01/04/2009 13:56;Kunai;1200;Selecione;Helen;Aloma                       ;FL;True
445;01/12/2009 05:18;01/12/2009 05:18;Shuriken;1200;Selecione;C;Chandler                    ;AZ;True
446;01/08/2009 15:16;01/08/2009 15:16;Shuriken;1200;Selecione;chris;Kjobenhavn;Staden Kobenhavn;True
447;01/11/2009 11:33;01/11/2009 11:33;Kunai;1200;Selecione;maggie;Stockton;England;True
448;01/07/2009 20:22;01/07/2009 20:22;Kunai;1200;Selecione;Mareike;Cumming                     ;GA;True
449;01/02/2009 22:00;01/02/2009 22:00;Shuriken;1200;Selecione;lamia;Little Compton              ;RI;True
450;01/05/2009 13:52;01/05/2009 13:52;Kunai;1200;Selecione;Madhu;Centennial                  ;CO;True
451;01/08/2009 20:32;01/08/2009 20:32;Shuriken;1200;Selecione;sandhya;Centennial                  ;CO;True
452;01/08/2009 13:34;01/08/2009 13:34;Shuriken;1200;Selecione;Kimberly;Herndon                     ;VA;True
453;01/11/2009 13:08;01/11/2009 13:08;Kunai;1200;Selecione;Tania;Vista                       ;CA;True
454;01/12/2009 19:04;01/12/2009 19:04;Kunai;1200;Selecione;andrea;Oostburg                    ;WI;True
455;01/12/2009 13:41;01/12/2009 13:41;Shuriken;1200;Selecione;John;Griffith;New South Wales;True
456;01/11/2009 10:38;01/11/2009 10:38;Kunai;1200;Selecione;Nona;South Jordan                ;UT;True
457;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1200;Selecione;Oswald;Tramore;Waterford;True
458;01/11/2009 10:38;01/11/2009 10:38;Shuriken;900;Selecione;Elyssa;Gdansk;Pomorskie;True
459;01/08/2009 13:14;01/08/2009 13:14;Kunai;1200;Selecione;michelle;Arklow;Wicklow;True
460;01/02/2009 11:41;01/02/2009 11:41;Kunai;1200;Selecione;Alicia;Lincoln                     ;NE;True
461;01/07/2009 19:50;01/07/2009 19:50;Shuriken;1200;Selecione;JP;Tierp;Uppsala;True
462;01/01/2009 20:28;01/01/2009 20:28;Kunai;1200;Selecione;sandra;Burr Oak                    ;IA;True
463;01/03/2009 15:22;01/03/2009 15:22;Shuriken;1200;Selecione;Olivia;Wheaton                     ;IL;True
464;01/11/2009 10:38;01/11/2009 10:38;Shuriken;1500;Selecione;Annette ;Manhattan                   ;NY;True
465;01/03/2009 15:22;01/03/2009 15:22;Kunai;1800;Selecione;SUSAN;Oxford;England;True
466;01/02/2009 12:18;01/02/2009 12:18;Kunai;2100;Selecione;ashton;Exeter;England;True
467;01/03/2009 15:22;01/03/2009 15:22;Shuriken;2400;Selecione;Scott;Rungsted;Frederiksborg;True
468;01/06/2009 17:15;01/06/2009 17:15;Kunai;2700;Selecione;Lisa ;Borja;Bohol;True
469;01/03/2009 13:56;01/03/2009 13:56;Shuriken;3000;Selecione;Richard;Jamestown                   ;RI;True
470;01/04/2009 07:54;01/04/2009 07:54;Shuriken;3300;Selecione;Jasinta Jeanne;Owings Mills                ;MD;True
471;01/12/2009 07:28;01/12/2009 07:28;Kunai;3600;Selecione;Rachel;Hamilton;Ontario;True
472;01/06/2009 15:15;01/06/2009 15:15;Kunai;3900;Selecione;Cherish ;Anchorage                   ;AK;True
473;01/03/2009 15:22;01/03/2009 15:22;Shuriken;4200;Selecione;Shona ;Mornington;Meath;True
474;01/03/2009 15:22;01/03/2009 15:22;Kunai;4500;Selecione;Abikay;Fullerton                   ;CA;True
475;01/06/2009 21:13;01/06/2009 21:13;Shuriken;4800;Selecione;Abikay;Atlanta                     ;GA;True
476;01/06/2014 20:48;01/06/2014 20:48;Shuriken;5100;Selecione;amanda;Liverpool;England;True
477;01/12/2013 19:48;01/12/2013 19:48;Kunai;5400;Selecione;amanda;Las Vegas                   ;NV;True
478;01/06/2013 18:48;01/06/2013 18:48;Kunai;1200;Selecione;Stacy;Rochester Hills             ;MI;True
479;01/12/2012 17:48;01/12/2012 17:48;Shuriken;1200;Selecione;Ruangrote;Melbourne;Victoria;True
480;01/06/2012 16:48;01/06/2012 16:48;Kunai;1200;Selecione;pamela;Ayacucho;Buenos Aires;True
481;01/12/2011 15:48;01/12/2011 15:48;Shuriken;1200;Selecione;sangeeta;Vossevangen;Hordaland;True
482;01/06/2011 14:48;01/06/2011 14:48;Shuriken;1200;Selecione;Anja;Ferney-Voltaire;Rhone-Alpes;True
483;01/12/2010 13:48;01/12/2010 13:48;Kunai;1200;Selecione;Andrew;Sevilla;Andalucia;True
484;01/06/2010 12:48;01/06/2010 12:48;Kunai;1200;Selecione;Bato;Munchengosserstadt;Thuringia;True
485;01/12/2009 11:48;01/12/2009 11:48;Shuriken;1200;Selecione;Ailsa ;Lindenhurst                 ;NY;True
486;01/06/2009 10:48;01/06/2009 10:48;Kunai;1200;Selecione;Sophie;Bloomfield                  ;MI;True
487;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Selecione;Katrin;Calgary;Alberta;True
488;01/06/2009 10:48;01/06/2009 10:48;Shuriken;1200;Selecione;Tomasz;Klampenborg;Kobenhavn;True
489;01/06/2009 07:23;01/06/2009 07:23;Kunai;1200;Selecione;Elizabeth;Calne;England;True
490;01/01/2009 05:04;01/01/2009 05:04;Kunai;1200;Selecione;Nicole;Fayetteville                ;NC;True
491;01/02/2009 06:17;01/02/2009 06:17;Shuriken;1200;Selecione;Ryan;Simpsonville                ;SC;True
492;01/02/2009 04:53;01/02/2009 04:53;Kunai;1200;Selecione;Mary ;Auckland;Auckland;True
493;01/02/2009 13:08;01/02/2009 13:08;Shuriken;1200;Selecione;Aaron;Reading;England;True
494;01/03/2009 14:44;01/03/2009 14:44;Shuriken;1200;Selecione;Bertrand;North Caldwell              ;NJ;True
495;01/04/2009 20:11;01/04/2009 20:11;Kunai;1200;Selecione;Zoe;Coventry;England;True
496;01/02/2009 20:09;01/02/2009 20:09;Kunai;1200;Selecione;Trine Marie;Orillia;Ontario;True
497;01/04/2009 13:17;01/04/2009 13:17;Shuriken;1200;Selecione;Kim;Paris;Ile-de-France;True
498;01/04/2009 14:11;01/04/2009 14:11;Kunai;1200;Selecione;John ;San Jose                    ;CA;True
